Longitude,Latitude,County,Sub-County,Ward,Locality,Species examined,Production System,RVF,RP,PPR,FMD,CCPP,CBPP,Avian Influenza
41.6204775,3.9548401,Mandera,Mandera East,Khalalio,Village/Farm,Goats,Extensive,No,Unknown,No,Unknown,No,Unknown,Unknown
41.6777701,3.7546886,Mandera,Mandera East,Khalalio,Village/Farm,Goats,Extensive,No,Unknown,No,Unknown,No,Unknown,Unknown
39.1512787,2.5219075,Wajir,Eldas,Lakoley South/Basir,Village/Farm,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
39.1512787,2.5219075,Wajir,Eldas,Lakoley South/Basir,Village/Farm,Camel,Extensive,No,Unknown,Unknown,No,Unknown,Unknown,Unknown
0.03,37.0003,Samburu,Samburu East,Wamba West,Village/Farm,Sheep,Extensive,No,Unknown,No,Unknown,Unknown,Unknown,Unknown
0.0,37.003,Samburu,Samburu East,Wamba West,Village/Farm,Camel,Extensive,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
0.0004,37.0003,Samburu,Samburu East,Wamba West,Village/Farm,Goats,Extensive,No,Unknown,No,No,No,Unknown,Unknown
0.0004,37.0003,Samburu,Samburu East,Wamba West,Village/Farm,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
35.0964453,0.4992653,Nandi,Mosop,Ndalat,Village/Farm,Cattle,Mixed,No,No,Unknown,No,Unknown,No,Unknown
39.0512854,-3.734312,Kwale,Kinango,Mackinnon Road,Village/Farm,Cattle,Extensive,No,Unknown,Unknown,No,Unknown,No,Unknown
39.8494661,-3.6215146,Kilifi,Malindi,Jilore,Village/Farm,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
39.8494661,-3.6215146,Kilifi,Malindi,Jilore,Village/Farm,Cattle,Extensive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
0.0,0.0,Mandera,Mandera East,Khalalio,Village/Farm,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
41.6075751,3.9555634,Mandera,Mandera East,Khalalio,Crush,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
36.692604,1.0926162,Samburu,Samburu West,Maralal,Crush,Sheep,Mixed,No,Unknown,No,Unknown,Unknown,Unknown,Unknown
36.692604,1.0926162,Samburu,Samburu West,Maralal,Village/Farm,Chicken,Mixed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
36.692604,1.0926162,Samburu,Samburu West,Maralal,Crush,Goats,Mixed,No,Unknown,No,Unknown,No,Unknown,Unknown
37.9405468,0.3517103,Meru,Igembe North,Antuambui,Abattoir,Sheep,Extensive,No,Unknown,Unknown,No,Unknown,Unknown,Unknown
37.3659626,-2.0105062,Makueni,Kilome,Kasikeu,Abattoir,Cattle,Unknown,No,No,Unknown,No,Unknown,No,Unknown
37.3660103,-2.0160734,Makueni,Kilome,Kasikeu,Abattoir,Goats,Unknown,No,Unknown,No,No,No,Unknown,Unknown
0.0,0.0,Tharaka-Nithi,Chuka/Igambang'Ombe,Igambang'Ombe,Crush,Cattle,Mixed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
36.8944695,0.7790972,Samburu,Samburu West,Lodokejek,Crush,Cattle,Extensive,No,Unknown,Unknown,No,Unknown,No,Unknown
36.8914443,0.7937041,Samburu,Samburu West,Lodokejek,Crush,Camel,Intensive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
36.8914443,0.7937041,Samburu,Samburu West,Lodokejek,Crush,Goats,Extensive,Unknown,Unknown,No,No,No,Unknown,Unknown
36.8914443,0.7937041,Samburu,Samburu West,Lodokejek,Crush,Chicken,Extensive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
36.9059598,-1.0148417,Kiambu,Gatundu South,Ngenda,Village/Farm,Cattle,Intensive,No,No,Unknown,No,Unknown,No,Unknown
36.9059598,-1.0148417,Kiambu,Gatundu South,Ngenda,Village/Farm,Chicken,Extensive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
36.9059598,-1.0148417,Kiambu,Gatundu South,Ngenda,Village/Farm,Goats,Extensive,No,Unknown,No,No,No,Unknown,Unknown
36.8963078,-1.0202909,Kiambu,Gatundu South,Ngenda,Village/Farm,Cattle,Intensive,No,No,Unknown,No,Unknown,No,Unknown
36.8963078,-1.0202909,Kiambu,Gatundu South,Ngenda,Village/Farm,Chicken,Extensive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
36.0240698,-1.1086365,Narok,Narok North,Nkareta,Village/Farm,Cattle,Mixed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
35.9026837,0.1255622,Baringo,Mogotio,Emining,Village/Farm,Chicken,Mixed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
37.4379554,-1.7384766,Makueni,Kaiti,Ukia,Village/Farm,Chicken,Intensive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
37.9849129,0.3889285,Meru,Igembe North,Amwathi,Abattoir,Cattle,Extensive,No,Unknown,Unknown,No,Unknown,No,Unknown
40.787348333,3.0101966,Mandera,Mandera South,Elwak South,Village/Farm,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
40.9350402,2.930096,Mandera,Mandera South,Elwak South,Village/Farm,Camel,Extensive,No,Unknown,Unknown,No,Unknown,Unknown,Unknown
36.6048373,1.1978044,Samburu,Samburu North,Angata Nanyokie,Crush,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
36.6048373,1.1978044,Samburu,Samburu North,Angata Nanyokie,Crush,Sheep,Extensive,No,Unknown,No,No,Unknown,Unknown,Unknown
36.6048373,1.1978044,Samburu,Samburu North,Angata Nanyokie,Crush,Goats,Extensive,No,Unknown,No,No,No,Unknown,Unknown
36.6048373,1.1978044,Samburu,Samburu North,Angata Nanyokie,Crush,Camel,Extensive,No,Unknown,Unknown,No,Unknown,Unknown,Unknown
35.0140116,-0.533014,Kericho,Bureti,Cheboin,Village/Farm,Cattle,Mixed,No,No,Unknown,No,Unknown,No,Unknown
34.7531893,-1.0113857,Narok,Transmara West,Shankoe,Village/Farm,Cattle,Intensive,No,No,Unknown,Unknown,Unknown,Unknown,Unknown
36.7006925,1.0986667,Samburu,Samburu West,Maralal,Village/Farm,Goats,Mixed,No,Unknown,No,Unknown,No,Unknown,Unknown
36.692604,1.0926162,Samburu,Samburu West,Maralal,Crush,Sheep,Mixed,No,Unknown,No,Unknown,Unknown,Unknown,Unknown
36.6927725,1.0926138,Samburu,Samburu West,Maralal,Crush,Chicken,Mixed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
35.5563812,-0.8394742,Narok,Narok West,Ilmotiok,Village/Farm,Goats,Intensive,No,Unknown,No,No,No,Unknown,Unknown
35.4516564,-0.9621377,Narok,Narok West,Ilmotiok,Village/Farm,Sheep,Intensive,No,Unknown,No,No,Unknown,Unknown,Unknown
35.4516564,-0.9621377,Narok,Narok West,Ilmotiok,Village/Farm,Cattle,Intensive,No,No,Unknown,No,Unknown,No,Unknown
37.9488262,-2.4076594,Makueni,Kibwezi East,Thange,Village/Farm,Cattle,Mixed,No,No,Unknown,No,Unknown,No,Unknown
36.1074313,-1.0965354,Narok,Narok East,Mosiro,Market,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
36.1074313,-1.0965354,Narok,Narok East,Mosiro,Market,Sheep,Extensive,No,Unknown,No,No,Unknown,Unknown,Unknown
36.1027891,-1.095308,Narok,Narok East,Mosiro,Market,Goats,Extensive,No,Unknown,No,No,No,Unknown,Unknown
36.6993564,1.0953452,Samburu,Samburu West,Maralal,Village/Farm,Cattle,Extensive,No,No,Unknown,No,Unknown,Unknown,Unknown
36.7007902,1.0977536,Samburu,Samburu West,Maralal,Village/Farm,Sheep,Extensive,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown
36.7007902,1.0977536,Samburu,Samburu West,Maralal,Village/Farm,Goats,Extensive,No,Unknown,No,Unknown,No,Unknown,Unknown
36.7007902,1.0977536,Samburu,Samburu West,Maralal,Market,Camel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
36.7007902,1.0977536,Samburu,Samburu West,Maralal,Village/Farm,Chicken,Intensive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
36.87407,1.325228,Samburu,Samburu North,El-Barta,Crush,Goats,Extensive,No,Unknown,No,Unknown,No,Unknown,Unknown
36.87407,1.325228,Samburu,Samburu North,El-Barta,Village/Farm,Camel,Extensive,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
40.1569503,-3.1113502,Kilifi,Magarini,Magarini,Abattoir,Cattle,Unknown,No,No,Unknown,No,Unknown,No,Unknown
40.1569503,-3.1113502,Kilifi,Magarini,Magarini,Abattoir,Sheep,Unknown,No,Unknown,No,No,Unknown,Unknown,Unknown
40.1569503,-3.1113502,Kilifi,Magarini,Magarini,Abattoir,Goats,Unknown,No,Unknown,No,No,No,Unknown,Unknown
35.9993871,-1.1108246,Narok,Narok North,Narok Town,Village/Farm,Cattle,Mixed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
35.8948124,-1.0920928,Narok,Narok North,Narok Town,Village/Farm,Cattle,Mixed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
35.8948124,-1.0920928,Narok,Narok North,Narok Town,Village/Farm,Sheep,Mixed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
41.6777701,3.7546886,Mandera,Mandera East,Arabia,Crush,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
41.6202705,3.957622,Mandera,Mandera East,Khalalio,Village/Farm,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
35.8948124,-1.0920928,Narok,Narok North,Narok Town,Village/Farm,Goats,Mixed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
37.9405468,0.3512454,Meru,Igembe North,Antuambui,Abattoir,Goats,Extensive,No,Unknown,No,No,No,Unknown,Unknown
37.597901,0.3472716,Isiolo,Isiolo North,Wabera,Village/Farm,Sheep,Extensive,No,Unknown,No,Unknown,Unknown,Unknown,Unknown
37.597901,0.3472716,Isiolo,Isiolo North,Wabera,Village/Farm,Goats,Extensive,No,Unknown,No,Unknown,No,Unknown,Unknown
35.1978445,-0.9612374,Bomet,Chepalungu,Chebunyo,Village/Farm,Cattle,Mixed,No,No,Unknown,No,Unknown,No,Unknown
35.1287689,-0.4685768,Kericho,Bureti,Kisiara,Village/Farm,Cattle,Mixed,No,No,Unknown,No,Unknown,No,Unknown
36.7025174,1.0953765,Samburu,Samburu West,Maralal,Village/Farm,Cattle,Mixed,No,Unknown,Unknown,No,Unknown,No,Unknown
36.7025186,1.0953765,Samburu,Samburu West,Maralal,Village/Farm,Sheep,Mixed,No,Unknown,No,Unknown,Unknown,Unknown,Unknown
36.702456,1.0954033,Samburu,Samburu West,Maralal,Village/Farm,Goats,Mixed,No,Unknown,No,Unknown,No,Unknown,Unknown
35.1954399,-0.6305197,Kericho,Bureti,Kapkatet,Market,Cattle,Unknown,No,No,Unknown,No,Unknown,No,Unknown
36.7024913,1.0954057,Samburu,Samburu West,Maralal,Village/Farm,Chicken,Mixed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
37.9878917,0.3377787,Meru,Igembe North,Antubetwe Kiongo,Abattoir,Goats,Extensive,No,Unknown,No,No,No,Unknown,Unknown
40.9320206,2.8088887,Mandera,Mandera South,Elwak South,Market,Sheep,Extensive,No,Unknown,No,No,Unknown,Unknown,Unknown
40.931705,2.8065014,Mandera,Mandera South,Elwak South,Market,Goats,Extensive,No,Unknown,No,No,No,Unknown,Unknown
37.1987162,-1.7278241,Makueni,Kilome,Kiima Kiu/Kalanzoni,Abattoir,Goats,Mixed,No,Unknown,No,No,No,Unknown,Unknown
39.3028209,-4.1371167,Kwale,Kinango,Ndavaya,Market,Chicken,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
39.3028209,-4.1371167,Kwale,Kinango,Ndavaya,Market,Cattle,Unknown,No,Unknown,Unknown,No,Unknown,No,Unknown
39.3028209,-4.1371167,Kwale,Kinango,Ndavaya,Market,Sheep,Unknown,No,Unknown,No,Unknown,Unknown,Unknown,Unknown
39.4688115,-4.1830194,Kwale,Matuga,Waa,Village/Farm,Chicken,Intensive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
35.7655916,0.6186185,Baringo,Baringo North,Kabartonjo,Crush,Cattle,Unknown,No,No,Unknown,No,Unknown,No,Unknown
35.2505148,-1.1933389,Narok,Narok West,Mara,Abattoir,Sheep,Extensive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
35.7986073,0.6471498,Baringo,Baringo North,Kabartonjo,Crush,Sheep,Unknown,No,Unknown,No,Unknown,Unknown,Unknown,Unknown
35.7986073,0.6471498,Baringo,Baringo North,Kabartonjo,Crush,Goats,Unknown,No,Unknown,No,No,No,Unknown,Unknown
35.8018029,0.6418024,Baringo,Baringo North,Kabartonjo,Crush,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
35.5156709,0.6616686,Baringo,Baringo North,Saimo/Kipsaraman,Crush,Cattle,Mixed,No,No,Unknown,No,Unknown,No,Unknown
35.8018029,0.6418024,Baringo,Baringo North,Kabartonjo,Crush,Goats,Mixed,No,Unknown,No,No,No,Unknown,Unknown
35.5156709,0.6616686,Baringo,Baringo North,Saimo/Kipsaraman,Crush,Sheep,Mixed,No,Unknown,No,No,Unknown,Unknown,Unknown
35.5156709,0.6616686,Baringo,Baringo North,Saimo/Kipsaraman,Crush,Goats,Mixed,No,Unknown,No,No,No,Unknown,Unknown
36.6983953,1.0914364,Samburu,Samburu West,Lodokejek,Market,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
36.6983953,1.0914364,Samburu,Samburu West,Lodokejek,Market,Sheep,Extensive,No,Unknown,No,No,Unknown,Unknown,Unknown
36.6983953,1.0914364,Samburu,Samburu West,Lodokejek,Market,Goats,Extensive,No,Unknown,No,No,No,Unknown,Unknown
36.6983953,1.0914364,Samburu,Samburu West,Lodokejek,Market,Chicken,Extensive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
0.0,0.0,Mandera,Mandera East,Arabia,Village/Farm,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
35.5348313,0.5614303,Baringo,Baringo North,Kabartonjo,Crush,Cattle,Mixed,No,No,Unknown,No,Unknown,No,Unknown
35.5348313,0.5614303,Baringo,Baringo North,Kabartonjo,Crush,Sheep,Mixed,No,Unknown,No,No,Unknown,Unknown,Unknown
35.7845245,0.5890461,Baringo,Baringo North,Kabartonjo,Crush,Goats,Mixed,No,Unknown,No,No,No,Unknown,Unknown
37.1679411,-1.0625957,Kiambu,Thika Town,Township,Village/Farm,Cattle,Intensive,No,No,Unknown,No,Unknown,No,Unknown
36.6927803,1.0924992,Samburu,Samburu West,Maralal,Village/Farm,Cattle,Mixed,No,Unknown,Unknown,No,Unknown,No,Unknown
36.6928168,1.0924452,Samburu,Samburu West,Maralal,Crush,Sheep,Mixed,No,Unknown,No,Unknown,Unknown,Unknown,Unknown
36.6927742,1.0923975,Samburu,Samburu West,Maralal,Crush,Goats,Mixed,No,Unknown,No,Unknown,No,Unknown,Unknown
36.6927742,1.0923851,Samburu,Samburu West,Maralal,Crush,Chicken,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
35.0500012,-1.0619153,Narok,Transmara West,Kimintet,Crush,Cattle,Mixed,No,No,Unknown,No,Unknown,No,Unknown
37.9872297,0.337085,Meru,Igembe North,Antubetwe Kiongo,Abattoir,Goats,Extensive,No,Unknown,No,No,No,Unknown,Unknown
35.7293396,-0.2460604,Nakuru,Kuresoi North,Sirikwa,Abattoir,Cattle,Mixed,No,No,Unknown,No,Unknown,No,Unknown
36.9452064,-1.0547542,Kiambu,Gatundu South,Ndarugu,Village/Farm,Sheep,Mixed,No,Unknown,No,No,Unknown,Unknown,Unknown
36.9452064,-1.0547542,Kiambu,Gatundu South,Ndarugu,Village/Farm,Cattle,Mixed,No,No,Unknown,No,Unknown,No,Unknown
36.9452064,-1.0547542,Kiambu,Gatundu South,Ndarugu,Village/Farm,Chicken,Mixed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
36.238845,-0.268289,Nakuru,Bahati,Bahati,Abattoir,Sheep,Extensive,No,Unknown,No,No,Unknown,Unknown,Unknown
36.6984145,1.0914225,Samburu,Samburu West,Maralal,Village/Farm,Chicken,Extensive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
37.9405468,0.3510129,Meru,Igembe North,Antuambui,Abattoir,Sheep,Extensive,No,Unknown,Unknown,No,Unknown,Unknown,Unknown
35.6992176,0.807625,Baringo,Baringo North,Barwessa,Crush,Sheep,Mixed,No,Unknown,No,No,Unknown,Unknown,Unknown
35.6992176,0.807625,Baringo,Baringo North,Barwessa,Crush,Cattle,Mixed,No,No,Unknown,No,Unknown,No,Unknown
35.6992176,0.807625,Baringo,Baringo North,Barwessa,Crush,Goats,Mixed,No,Unknown,No,No,No,Unknown,Unknown
37.9867877,0.3372187,Meru,Igembe North,Antubetwe Kiongo,Abattoir,Goats,Extensive,No,Unknown,No,No,No,Unknown,Unknown
0.0,0.0,Kericho,Bureti,Litein,Abattoir,Sheep,Unknown,No,Unknown,No,No,Unknown,Unknown,Unknown
36.7009728,1.0976385,Samburu,Samburu West,Maralal,Village/Farm,Chicken,Intensive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
35.0438067,0.4961946,Nandi,Mosop,Kabiyet,Village/Farm,Cattle,Mixed,No,No,Unknown,No,Unknown,No,Unknown
37.3491077,-1.9944843,Makueni,Kilome,Kasikeu,Abattoir,Cattle,Unknown,No,No,Unknown,No,Unknown,No,Unknown
0.0007,37.0003,Samburu,Samburu East,Wamba West,Village/Farm,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
37.13786878074932,1.115818464932307,Samburu,Samburu East,Wamba North,Village/Farm,Sheep,Extensive,No,Unknown,No,No,Unknown,Unknown,Unknown
35.5112223,0.6537143,Baringo,Baringo North,Barwessa,Crush,Goats,Extensive,No,Unknown,No,No,No,Unknown,Unknown
0.0,0.0,Siaya,Alego Usonga,Usonga,Village/Farm,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
39.8599562,-3.602103,Kilifi,Kilifi North,Sokoni,Abattoir,Cattle,Unknown,No,No,Unknown,No,Unknown,No,Unknown
39.8599562,-3.602103,Kilifi,Kilifi North,Sokoni,Abattoir,Goats,Unknown,No,Unknown,No,No,No,Unknown,Unknown
38.1364081,0.1348636,Meru,Igembe North,Antuambui,Clinic,Cattle,Mixed,No,No,Unknown,No,Unknown,No,Unknown
35.8520227,0.5911926,Baringo,Baringo South,Marigat,Crush,Cattle,Mixed,No,No,Unknown,No,Unknown,No,Unknown
35.8520227,0.5911926,Baringo,Baringo South,Marigat,Crush,Sheep,Mixed,No,Unknown,No,No,Unknown,Unknown,Unknown
37.9878917,0.3377787,Meru,Igembe North,Antubetwe Kiongo,Abattoir,Cattle,Extensive,No,Unknown,Unknown,No,Unknown,No,Unknown
35.710142,-1.8135014,Narok,Narok South,Loita,Village/Farm,Cattle,Mixed,No,No,Unknown,Unknown,Unknown,No,Unknown
35.7986842,0.6381508,Baringo,Baringo North,Barwessa,Crush,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
35.6134695,0.9512588,Baringo,Baringo North,Barwessa,Crush,Goats,Extensive,No,Unknown,No,No,No,Unknown,Unknown
36.8045781,1.15888,Samburu,Samburu North,Baawa,Village/Farm,Chicken,Extensive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
38.0871099,-2.5882943,Makueni,Kibwezi East,Mtito Andei,Market,Cattle,Unknown,No,No,Unknown,No,Unknown,No,Unknown
38.0871099,-2.5882943,Makueni,Kibwezi East,Mtito Andei,Market,Goats,Unknown,No,Unknown,No,No,No,Unknown,Unknown
38.0788473,-2.5826381,Makueni,Kibwezi East,Mtito Andei,Market,Sheep,Unknown,No,Unknown,No,No,Unknown,Unknown,Unknown
38.0871099,-2.5882943,Makueni,Kibwezi East,Ivingoni/Nzambani,Market,Chicken,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
39.878023,3.421448,Mandera,Mandera West,Takaba South,Village/Farm,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
35.788,0.488,Baringo,Baringo Central,Ewalel/Chapchap,Village/Farm,Cattle,Intensive,No,No,Unknown,No,Unknown,No,Unknown
36.238845,-0.2690003,Nakuru,Bahati,Kiamaina,Abattoir,Sheep,Extensive,No,Unknown,No,Unknown,Unknown,Unknown,Unknown
37.5207397,-1.9269396,Makueni,Makueni,Nzaui/Kilili/Kalamba,Village/Farm,Cattle,Mixed,No,No,Unknown,No,Unknown,No,Unknown
35.7447087,0.4920214,Baringo,Baringo Central,Ewalel/Chapchap,Crush,Goats,Mixed,No,Unknown,No,No,No,Unknown,Unknown
37.9402156,0.3496196,Meru,Igembe North,Antuambui,Abattoir,Sheep,Extensive,No,Unknown,Unknown,No,Unknown,Unknown,Unknown
35.7447,0.492021,Baringo,Baringo Central,Ewalel/Chapchap,Crush,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
35.5067735,0.6583514,Baringo,Baringo Central,Kabarnet,Crush,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
39.4878843,-4.4551266,Kwale,Msambweni,Kinondo,Village/Farm,Chicken,Mixed,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
39.505077,-4.4225475,Kwale,Msambweni,Kinondo,Village/Farm,Cattle,Mixed,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
35.7360814,0.4864285,Baringo,Baringo Central,Kabarnet,Crush,Sheep,Extensive,No,Unknown,Unknown,No,Unknown,Unknown,Unknown
39.8104749,-3.7976933,Kilifi,Kilifi South,Junju,Abattoir,Cattle,Mixed,No,No,Unknown,No,Unknown,No,Unknown
37.5706027,0.3245138,Isiolo,Isiolo North,Burat,Village/Farm,Cattle,Intensive,No,No,Unknown,No,Unknown,No,Unknown
37.5739323,0.3273005,Isiolo,Isiolo North,Wabera,Village/Farm,Sheep,Extensive,No,Unknown,No,Unknown,Unknown,Unknown,Unknown
37.5511376,0.2728433,Isiolo,Isiolo North,Burat,Village/Farm,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
40.3444281,3.9397196,Mandera,Banissa,Banissa,Abattoir,Camel,Extensive,No,Unknown,Unknown,No,Unknown,Unknown,Unknown
0.00893,37.0566,Samburu,Samburu East,Wamba North,Village/Farm,Cattle,Extensive,No,Unknown,Unknown,No,Unknown,No,Unknown
0.0627,37.90013,Samburu,Samburu East,Wamba North,Village/Farm,Camel,Extensive,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
0.6921,37.08693,Samburu,Samburu East,Wamba North,Village/Farm,Chicken,Extensive,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No
0.0863,37.0692,Samburu,Samburu East,Wamba North,Village/Farm,Goats,Extensive,No,Unknown,No,No,No,Unknown,Unknown
0.87501,37.0009,Samburu,Samburu East,Wamba North,Village/Farm,Sheep,Extensive,No,Unknown,No,No,Unknown,Unknown,Unknown
35.7447,0.492021,Baringo,Baringo Central,Ewalel/Chapchap,Crush,Goats,Extensive,No,Unknown,No,No,No,Unknown,Unknown
39.4585619,-4.1782368,Kwale,Matuga,Tsimba Golini,Village/Farm,Goats,Extensive,Unknown,Unknown,No,Unknown,No,Unknown,Unknown
35.7423517,0.4933868,Baringo,Baringo Central,Tenges,Crush,Cattle,Mixed,No,No,Unknown,No,Unknown,No,Unknown
39.5679651,-4.2988886,Kwale,Msambweni,Gombato Bongwe,Village/Farm,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
0.0,0.0,Kwale,Msambweni,Kinondo,Village/Farm,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
0.0,0.0,Kwale,Msambweni,Ramisi,Village/Farm,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
0.0,0.0,Kwale,Msambweni,Kinondo,Village/Farm,Sheep,Extensive,No,Unknown,No,No,Unknown,Unknown,Unknown
0.0,0.0,Kwale,Msambweni,Kinondo,Village/Farm,Goats,Extensive,No,Unknown,No,No,No,Unknown,Unknown
39.8847494,-3.5222031,Kilifi,Kilifi North,Tezo,Abattoir,Cattle,Unknown,No,No,Unknown,No,Unknown,No,Unknown
40.5281334,2.8687387,Mandera,Mandera South,Shimbir Fatuma,Village/Farm,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
40.5281334,2.8687387,Mandera,Mandera South,Shimbir Fatuma,Village/Farm,Camel,Extensive,No,Unknown,Unknown,No,Unknown,Unknown,Unknown
40.5281334,2.8687387,Mandera,Mandera South,Shimbir Fatuma,Village/Farm,Sheep,Extensive,No,Unknown,No,No,Unknown,Unknown,Unknown
35.1253308,0.1312488,Nandi,Nandi Hills,Nandi Hills,Village/Farm,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
35.2363095,-1.274582,Narok,Narok West,Mara,Village/Farm,Sheep,Extensive,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
35.8523634,-1.8471908,Narok,Narok South,Loita,Village/Farm,Sheep,Mixed,No,Unknown,No,No,Unknown,Unknown,Unknown
37.5922424,0.3879605,Isiolo,Isiolo North,Burat,Village/Farm,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
37.5819228,0.3592606,Isiolo,Isiolo North,Burat,Village/Farm,Sheep,Extensive,No,Unknown,No,No,Unknown,Unknown,Unknown
36.9222305,-0.9972757,Kiambu,Gatundu South,Ngenda,Village/Farm,Cattle,Intensive,No,No,Unknown,No,Unknown,No,Unknown
0.0,0.0,Mandera,Mandera East,Arabia,Village/Farm,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
39.3028209,-4.1371167,Kwale,Kinango,Ndavaya,Market,Goats,Unknown,No,Unknown,No,Unknown,No,Unknown,Unknown
41.3640881,3.9094423,Mandera,Lafey,Libehia,Crush,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
35.7625506,-1.1504851,Narok,Narok North,Narok Town,Village/Farm,Cattle,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
35.9916229,-1.1108652,Narok,Narok North,Narok Town,Village/Farm,Cattle,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
36.0337757,0.6164962,Baringo,Baringo North,Saimo/Soi,Crush,Goats,Extensive,No,Unknown,No,No,No,Unknown,Unknown
39.8101532,-3.817224,Kilifi,Kilifi South,Junju,Abattoir,Cattle,Mixed,No,No,Unknown,No,Unknown,No,Unknown
39.8101532,-3.817224,Kilifi,Kilifi South,Junju,Abattoir,Goats,Mixed,No,Unknown,No,No,No,Unknown,Unknown
36.0317359,0.7424317,Baringo,Baringo North,Saimo/Soi,Crush,Goats,Extensive,No,Unknown,No,No,No,Unknown,Unknown
36.3152117,0.4167626,Baringo,Baringo North,Saimo/Soi,Crush,Goats,Mixed,No,Unknown,No,No,No,Unknown,Unknown
36.2167536,-1.1049981,Narok,Narok East,Keekonyokie,Village/Farm,Cattle,Mixed,No,No,Unknown,No,Unknown,No,Unknown
37.9561113,-2.4084091,Makueni,Kibwezi East,Thange,Village/Farm,Goats,Mixed,No,Unknown,No,Unknown,No,Unknown,Unknown
0.0,0.0,Mandera,Lafey,Libehia,Village/Farm,Cattle,Extensive,No,No,Unknown,No,Unknown,No,Unknown
